31.0 APEX_CODE,DEBUG;APEX_PROFILING,DEBUG;CALLOUT,DEBUG;DB,DEBUG;SYSTEM,DEBUG;VALIDATION,DEBUG;VISUALFORCE,DEBUG;WORKFLOW,DEBUG
09:35:18.0 (380761962)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (380808182)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383399289)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383459418)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383500753)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383527421)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383580260)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383697337)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383721455)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383743098)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383769982)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383783711)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383818630)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383842123)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383847809)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383875589)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383884204)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (383954849)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (384063047)|DML_BEGIN|[143]|Op:Update|Type:copado__Copado_License__c|Rows:1
09:35:18.0 (399234614)|DML_END|[143]
09:35:18.0 (399297927)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (399313042)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (399327250)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (399336485)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400300054)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400385498)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400428762)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400468379)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400501787)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400511044)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400518843)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400547396)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400561054)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400571504)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (400949096)|SOQL_EXECUTE_BEGIN|[98]|Aggregations:0|SELECT Id, SetupOwnerId, SetupOwner.Name, copado__Enable_CCM__c, copado__Enable_Copado__c FROM Copado_License__c
09:35:18.0 (406767195)|SOQL_EXECUTE_END|[98]|Rows:2
09:35:18.0 (406978286)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (407060593)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (409755904)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (409828159)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (409872932)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (409898504)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (409942908)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (733461543)|USER_INFO|[EXTERNAL]|005p0000000rQMP|ant.custodio@monash.edu.unicrm.copado|Australian Eastern Standard Time|GMT+10:00
09:35:18.733 (733497151)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (734925727)|SOQL_EXECUTE_BEGIN|[43]|Aggregations:0|SELECT copado__API_URL__c FROM User WHERE id = :tmpVar1
09:35:18.733 (741305952)|SOQL_EXECUTE_END|[43]|Rows:1
09:35:18.733 (743844621)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (743899537)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (743932344)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (743942332)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (743951817)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (744006165)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (744022560)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (744231208)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (745435699)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (745464121)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (745689435)|SOQL_EXECUTE_BEGIN|[39]|Aggregations:0|SELECT Id, copado__API_URL__c FROM User WHERE Id = :tmpVar1
09:35:18.733 (750494281)|SOQL_EXECUTE_END|[39]|Rows:1
09:35:18.733 (751446960)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (751704948)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (752581828)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (753316771)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (753340392)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (753376659)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (753396976)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (753445333)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (753489551)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754090824)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754131845)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754173400)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754200364)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754357361)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754436827)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754533153)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754567939)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754652465)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (754742280)|DML_BEGIN|[85]|Op:Upsert|Type:copado__Settings__c|Rows:1
09:35:18.733 (774076816)|DML_END|[85]
09:35:18.733 (774119489)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (774142234)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (774182311)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (774206566)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (774226776)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (774558263)|SOQL_EXECUTE_BEGIN|[98]|Aggregations:0|SELECT Id, SetupOwnerId, SetupOwner.Name, copado__Enable_CCM__c, copado__Enable_Copado__c FROM Copado_License__c
09:35:18.733 (777419561)|SOQL_EXECUTE_END|[98]|Rows:0
09:35:18.733 (777502110)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (777522586)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (777630747)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (777691333)|ENTERING_MANAGED_PKG|copado
09:35:18.733 (777756628)|ENTERING_MANAGED_PKG|copado
